id,IATA,ICAO,Airline,Callsign,wikimedia_logo_url
2912,,IFM,Ifly,ICOPTER,https://www.flightaware.com/images/airline_logos/180px/IFM.png
2913,,IKR,Ikaros DK,IKAROS,https://www.flightaware.com/images/airline_logos/180px/IKR.png
2914,,CIO,Il Ciocco International Travel Service,CIOCCO,https://www.flightaware.com/images/airline_logos/180px/CIO.png
2915,,ILV,Il-Avia,ILAVIA,https://www.flightaware.com/images/airline_logos/180px/ILV.png
2916,,IDL,Ildefonso Redriguez,ILDEFONSO,https://www.flightaware.com/images/airline_logos/180px/IDL.png
2917,V8,IAR,Iliamna Air Taxi,ILIAMNA AIR,https://www.flightaware.com/images/airline_logos/180px/IAR.png
2918,,ILP,Ilpo Aruba Cargo,,https://www.flightaware.com/images/airline_logos/180px/ILP.png
2919,,ILL,Ilyich-Avia,ILYICHAVIA,https://www.flightaware.com/images/airline_logos/180px/ILL.png
2920,,IMR,Imaer,IMAER,https://www.flightaware.com/images/airline_logos/180px/IMR.png
2921,,ITX,Imair Airlines,IMPROTEX,https://www.flightaware.com/images/airline_logos/180px/ITX.png
2922,,PNX,Imperial Airways,PHOENIX,https://www.flightaware.com/images/airline_logos/180px/PNX.png
2923,,IMG,Imperial Cargo Airlines,IMPERIAL AIRLINES,https://www.flightaware.com/images/airline_logos/180px/IMG.png
2924,,IMT,Imtrec Aviation,IMTREC,https://www.flightaware.com/images/airline_logos/180px/IMT.png
2925,,IDP,Independent Air Freighters,INDEPENDENT,https://www.flightaware.com/images/airline_logos/180px/IDP.png
2926,I7,IOA,IndiaOne Air,INDIA FIRST,https://www.flightaware.com/images/airline_logos/180px/IOA.png
2927,6E,IGO,IndiGo,IFLY,https://www.flightaware.com/images/airline_logos/180px/IGO.png
2928,,IIL,India International Airways,INDIA INTER,https://www.flightaware.com/images/airline_logos/180px/IIL.png
2929,,IFC,Indian Air Force,INDIAN AIRFORCE,https://www.flightaware.com/images/airline_logos/180px/IFC.png
2930,IC,IAC,Indian Airlines,INDAIR,https://www.flightaware.com/images/airline_logos/180px/IAC.png
2931,,IDR,Indicator Company,INDICATOR,https://www.flightaware.com/images/airline_logos/180px/IDR.png
2932,I9,IBU,Indigo Airlines,INDIGO BLUE,https://www.flightaware.com/images/airline_logos/180px/IBU.png
2933,,IDA,Indonesia Air Transport,INTRA,https://www.flightaware.com/images/airline_logos/180px/IDA.png
2934,QZ,AWQ,Indonesia AirAsia,WAGON AIR,https://www.flightaware.com/images/airline_logos/180px/AWQ.png
2935,IO,IAA,Indonesian Airlines,INDO LINES,https://www.flightaware.com/images/airline_logos/180px/IAA.png
2936,,IPN,Industri Pesawat Terbang Nusantara,NUSANTARA,https://www.flightaware.com/images/airline_logos/180px/IPN.png
2937,,ITN,Industrias Titan,TITANLUX,https://www.flightaware.com/images/airline_logos/180px/ITN.png
2938,,FFI,Infinit Air,INFINIT,https://www.flightaware.com/images/airline_logos/180px/FFI.png
2939,,INS,Inflite The Jet Centre,,https://www.flightaware.com/images/airline_logos/180px/INS.png
2940,,IVA,Innotech Aviation,INNOTECH,https://www.flightaware.com/images/airline_logos/180px/IVA.png
2941,,INC,Insel Air International,INSELAIR,https://www.flightaware.com/images/airline_logos/180px/INC.png
2942,,ICC,Institut Cartogràfic de Catalunya,CARTO,https://www.flightaware.com/images/airline_logos/180px/ICC.png
2943,,INT,Intair,INTAIRCO,https://www.flightaware.com/images/airline_logos/180px/INT.png
2944,,INL,Intal Avia,INTAL AVIA,https://www.flightaware.com/images/airline_logos/180px/INL.png
2945,,FFL,Intavia Limited,,https://www.flightaware.com/images/airline_logos/180px/FFL.png
2946,,XRA,Intensive Air,INTENSIVE,https://www.flightaware.com/images/airline_logos/180px/XRA.png
2947,,ITW,Inter Air,INTER WINGS,https://www.flightaware.com/images/airline_logos/180px/ITW.png
2948,,INX,Inter Express,INTER-EURO,https://www.flightaware.com/images/airline_logos/180px/INX.png
2949,,IIC,Inter Island Air Charter,,https://www.flightaware.com/images/airline_logos/180px/IIC.png
2950,H4,IIN,Inter Island Airways,,https://www.flightaware.com/images/airline_logos/180px/IIN.png
2951,,CAR,Inter RCA,QUEBEC ROMEO,https://www.flightaware.com/images/airline_logos/180px/CAR.png
2952,,NTT,Inter Tropic Airlines,INTER-TROPIC,https://www.flightaware.com/images/airline_logos/180px/NTT.png
2953,,ITA,Inter-Air,CAFEX,https://www.flightaware.com/images/airline_logos/180px/ITA.png
2954,,ICN,Inter-Canadian,INTER-CANADIAN,https://www.flightaware.com/images/airline_logos/180px/ICN.png
2955,,UGL,Inter-Island Air,UGLY VAN,https://www.flightaware.com/images/airline_logos/180px/UGL.png
2956,,IMA,Inter-Mountain Airways,INTER-MOUNTAIN,https://www.flightaware.com/images/airline_logos/180px/IMA.png
2957,,ITS,Inter-State Aviation,INTER-STATE,https://www.flightaware.com/images/airline_logos/180px/ITS.png
2958,D6,ILN,Interair South Africa,INLINE,https://www.flightaware.com/images/airline_logos/180px/ILN.png
2959,,NTE,Interaire,INTERMEX,https://www.flightaware.com/images/airline_logos/180px/NTE.png
2960,ZA,SUW,Interavia Airlines,ASTAIR,https://www.flightaware.com/images/airline_logos/180px/SUW.png
2961,,IVT,Interaviatrans,INTERAVIA,https://www.flightaware.com/images/airline_logos/180px/IVT.png
2962,JY,IWY,InterCaribbean Airways,ISLANDWAYS,https://www.flightaware.com/images/airline_logos/180px/IWY.png
2963,RS,ICT,Intercontinental de Aviación,CONTAVIA,https://www.flightaware.com/images/airline_logos/180px/ICT.png
2964,,ICP,Intercopters,CHOPER,https://www.flightaware.com/images/airline_logos/180px/ICP.png
2965,,IFT,Interflight,INTERFLIGHT,https://www.flightaware.com/images/airline_logos/180px/IFT.png
2966,,IJT,Interflight (Learjet),,https://www.flightaware.com/images/airline_logos/180px/IJT.png
2967,,RFL,Interfly,INFLY,https://www.flightaware.com/images/airline_logos/180px/RFL.png
2968,,IFF,Interfreight Forwarding,INTERFREIGHT,https://www.flightaware.com/images/airline_logos/180px/IFF.png
2969,,IGN,Interguide Air,DIVINE AIR,https://www.flightaware.com/images/airline_logos/180px/IGN.png
2970,,ISN,Interisland Airlines,TRI-BIRD,https://www.flightaware.com/images/airline_logos/180px/ISN.png
2971,,IWY,Interisland Airways Limited,ISLANDWAYS,https://www.flightaware.com/images/airline_logos/180px/IWY.png
2972,4O,AIJ,Interjet,ABC AEROLINEAS,https://www.flightaware.com/images/airline_logos/180px/AIJ.png
2973,,IHE,Interjet Helicopters,INTERCOPTER,https://www.flightaware.com/images/airline_logos/180px/IHE.png
2974,,IJW,Interjet Inc.,JET WEST,https://www.flightaware.com/images/airline_logos/180px/IJW.png
2975,ID,ITK,Interlink Airlines,INTERLINK,https://www.flightaware.com/images/airline_logos/180px/ITK.png
2976,,IAK,International Air Cargo Corporation,AIR CARGO EGYPT,https://www.flightaware.com/images/airline_logos/180px/IAK.png
2977,,EXX,International Air Corporation,EXPRESS INTERNATIONAL,https://www.flightaware.com/images/airline_logos/180px/EXX.png
2978,,IAX,International Air Services,INTERAIR SERVICES,https://www.flightaware.com/images/airline_logos/180px/IAX.png
2979,6I,IBZ,International Business Air,INTERBIZ,https://www.flightaware.com/images/airline_logos/180px/IBZ.png
2980,,IBY,International Business Aircraft,CENTRAL STAGE,https://www.flightaware.com/images/airline_logos/180px/IBY.png
2981,,ICS,International Charter Services,INTERSERVI,https://www.flightaware.com/images/airline_logos/180px/ICS.png
2982,,RED,International Committee of the Red Cross,RED CROSS,https://www.flightaware.com/images/airline_logos/180px/RED.png
2983,,IIG,International Company for Transport, Trade and Public Works,https://www.flightaware.com/images/airline_logos/180px/IIG.png
2984,,IFX,International Flight Training Academy,IFTA,https://www.flightaware.com/images/airline_logos/180px/IFX.png
2985,,IJA,International Jet Aviation Services,I-JET,https://www.flightaware.com/images/airline_logos/180px/IJA.png
2986,,HSP,International Jet Charter,HOSPITAL,https://www.flightaware.com/images/airline_logos/180px/HSP.png
2987,,THN,International Security Assistance Force,ATHENA,https://www.flightaware.com/images/airline_logos/180px/THN.png
2988,,RSQ,International SOS Windhoek,SKYMEDIC,https://www.flightaware.com/images/airline_logos/180px/RSQ.png
2989,,ISF,International Stabilisation Assistance Force,,https://www.flightaware.com/images/airline_logos/180px/ISF.png
2990,,ITH,International Trans-Air,INTRANS NIGERIA,https://www.flightaware.com/images/airline_logos/180px/ITH.png
2991,,IPT,Interport Corporation,INTERPORT,https://www.flightaware.com/images/airline_logos/180px/IPT.png
2992,,IKY,Intersky Bulgary,GENERAL SKY,https://www.flightaware.com/images/airline_logos/180px/IKY.png
2993,,ITU,Intervuelos,INTERLOS,https://www.flightaware.com/images/airline_logos/180px/ITU.png
2994,,INV,Inversija,INVER,https://www.flightaware.com/images/airline_logos/180px/INV.png
2995,,IND,Iona National Airways,IONA,https://www.flightaware.com/images/airline_logos/180px/IND.png
2996,,IOA,Iowa Airways,IOWA AIR,https://www.flightaware.com/images/airline_logos/180px/IOA.png
2997,IR,IRA,Iran Air,IRANAIR,https://www.flightaware.com/images/airline_logos/180px/IRA.png
2998,EP,IRC,Iran Aseman Airlines,ASEMAN,https://www.flightaware.com/images/airline_logos/180px/IRC.png
2999,,IRB,Iranair Tours,,https://www.flightaware.com/images/airline_logos/180px/IRB.png
3000,,IRG,Iranian Naft Airlines,NAFT,https://www.flightaware.com/images/airline_logos/180px/IRG.png
3001,IA,IAW,Iraqi Airways,IRAQI,https://www.flightaware.com/images/airline_logos/180px/IAW.png
3002,,BIS,Irbis Air,IRBIS,https://www.flightaware.com/images/airline_logos/180px/BIS.png
3003,,IRL,Irish Air Corps,IRISH,https://www.flightaware.com/images/airline_logos/180px/IRL.png
3004,,RDK,Irish Air Transport,IRISH TRANS,https://www.flightaware.com/images/airline_logos/180px/RDK.png
3005,,XMR,Irish Aviation Authority,AUTHORITY,https://www.flightaware.com/images/airline_logos/180px/XMR.png
3006,IH,MZA,Irtysh Air,IRTYSH AIRLINES,https://www.flightaware.com/images/airline_logos/180px/MZA.png
3007,,KCE,Irving Oil,KACEY,https://www.flightaware.com/images/airline_logos/180px/KCE.png
3008,,ISI,Island Air,ISLANDMEX,https://www.flightaware.com/images/airline_logos/180px/ISI.png
3009,,ILF,Island Air Charters,ISLAND FLIGHT,https://www.flightaware.com/images/airline_logos/180px/ILF.png
3010,,XYZ,Island Air Express,RAINBIRD,https://www.flightaware.com/images/airline_logos/180px/XYZ.png
3011,,ISA,Island Airlines,,https://www.flightaware.com/images/airline_logos/180px/ISA.png
3012,,SOY,Island Aviation,SORIANO,https://www.flightaware.com/images/airline_logos/180px/SOY.png
3013,,DQA,Island Aviation Services,,https://www.flightaware.com/images/airline_logos/180px/DQA.png
3014,,IOM,Island Aviation and Travel,ISLE AVIA,https://www.flightaware.com/images/airline_logos/180px/IOM.png
3015,2S,SDY,Island Express,SANDY ISLE,https://www.flightaware.com/images/airline_logos/180px/SDY.png
3016,,MTP,Island Helicopters,METROCOPTER,https://www.flightaware.com/images/airline_logos/180px/MTP.png
3017,,ILC,ILAS Air,,https://www.flightaware.com/images/airline_logos/180px/ILC.png
3018,,IAJ,Islandair Jersey,JARLAND,https://www.flightaware.com/images/airline_logos/180px/IAJ.png
3019,CN,,Islands Nationair,,
3020,,ICB,Icebird Airline,ICEBIRD,https://www.flightaware.com/images/airline_logos/180px/ICB.png
3021,IF,ISW,Islas Airways,PINTADERA,https://www.flightaware.com/images/airline_logos/180px/ISW.png
3022,,IGS,Isle Grande Flying School,ISLA GRANDE,https://www.flightaware.com/images/airline_logos/180px/IGS.png
3023,WC,ISV,Islena De Inversiones,,https://www.flightaware.com/images/airline_logos/180px/ISV.png
3024,,IOS,Isles of Scilly Skybus,SCILLONIA,https://www.flightaware.com/images/airline_logos/180px/IOS.png
3025,,IAI,Israel Aircraft Industries,ISRAEL AIRCRAFT,https://www.flightaware.com/images/airline_logos/180px/IAI.png
3026,,IAF,Israeli Air Force,,https://www.flightaware.com/images/airline_logos/180px/IAF.png
3027,6H,ISR,Israir,ISRAIR,https://www.flightaware.com/images/airline_logos/180px/ISR.png
3028,,IST,Istanbul Airlines,ISTANBUL,https://www.flightaware.com/images/airline_logos/180px/IST.png
3029,AZ,ITY,ITA Airways,ITARROW,https://www.flightaware.com/images/airline_logos/180px/ITY.png
3030,FS,ACL,Itali Airlines,SPADA,https://www.flightaware.com/images/airline_logos/180px/ACL.png
3031,,IAM,Italian Air Force,ITALIAN AIRFORCE,https://www.flightaware.com/images/airline_logos/180px/IAM.png
3032,,IEI,Italian Army,ITALIAN ARMY,https://www.flightaware.com/images/airline_logos/180px/IEI.png
3033,,GCI,Italian Coast Guard,ITALIAN COAST GUARD,https://www.flightaware.com/images/airline_logos/180px/GCI.png
3034,,MMI,Italian Navy,ITALIAN NAVY,https://www.flightaware.com/images/airline_logos/180px/MMI.png
3035,,IFS,Italy First,RIVIERA,https://www.flightaware.com/images/airline_logos/180px/IFS.png
3036,GI,IKA,Itek Air,ITEK-AIR,https://www.flightaware.com/images/airline_logos/180px/IKA.png
3037,,IVS,Ivoire Aero Services,IVOIRE AERO,https://www.flightaware.com/images/airline_logos/180px/IVS.png
3038,,IVW,Ivoire Airways,IVOIRAIRWAYS,https://www.flightaware.com/images/airline_logos/180px/IVW.png
3039,,IJE,Ivoire Jet Express,IVOIRE JET,https://www.flightaware.com/images/airline_logos/180px/IJE.png
3040,,OIC,Iwamoto Crane Co Ltd,,https://www.flightaware.com/images/airline_logos/180px/OIC.png
3041,,IXR,Ixair,X-BIRD,https://www.flightaware.com/images/airline_logos/180px/IXR.png
3042,H9,IZM,Izair,IZMIR,https://www.flightaware.com/images/airline_logos/180px/IZM.png
3043,,IZA,Izhavia,IZHAVIA,https://www.flightaware.com/images/airline_logos/180px/IZA.png
3044,,JTN,,JET TEST,https://www.flightaware.com/images/airline_logos/180px/JTN.png
3045,,JGJ,Jinggong Jet,GLOBAL JINGGONG,https://www.flightaware.com/images/airline_logos/180px/JGJ.png
3046,,JNY,Journey Aviation,ROCKBAND,https://www.flightaware.com/images/airline_logos/180px/JNY.png
3047,,JKR,Justice Air Charter,JOKER,https://www.flightaware.com/images/airline_logos/180px/JKR.png
3048,,JWD,Jayawijaya Dirgantara,,https://www.flightaware.com/images/airline_logos/180px/JWD.png
3049,,JCB,JCB (heavy equipment manufacturer),JAYSEEBEE,https://www.flightaware.com/images/airline_logos/180px/JCB.png
3050,,RFX,J P Hunt Air Carriers,REFLEX,https://www.flightaware.com/images/airline_logos/180px/RFX.png
3051,XM,,J-Air,J AIR,
3052,JC,JEX,JAL Express,JANEX,https://www.flightaware.com/images/airline_logos/180px/JEX.png
3053,JO,JAZ,JALways,JALWAYS,https://www.flightaware.com/images/airline_logos/180px/JAZ.png
3054,,JDA,JDAviation,JAY DEE,https://www.flightaware.com/images/airline_logos/180px/JDA.png
3055,,JDP,JDP Lux,RED PELICAN,https://www.flightaware.com/images/airline_logos/180px/JDP.png
3056,,JHM,JHM Cargo Expreso,,https://www.flightaware.com/images/airline_logos/180px/JHM.png
3057,,TQM,JM Family Aviation,TACOMA,https://www.flightaware.com/images/airline_logos/180px/TQM.png
3058,MT,JMC,JMC Airlines,JAYEMMSEE,https://www.flightaware.com/images/airline_logos/180px/JMC.png
3059,1M,,JSC Transport Automated Information Systems,,
3060,,JSJ,JS Air,JS CHARTER,https://www.flightaware.com/images/airline_logos/180px/JSJ.png
3061,,JES,JS Aviation,JAY-ESS AVIATION,https://www.flightaware.com/images/airline_logos/180px/JES.png
3062,,JCK,Jackson Air Services,JACKSON,https://www.flightaware.com/images/airline_logos/180px/JCK.png
3063,,JAW,Jamahiriya Airways,JAW,https://www.flightaware.com/images/airline_logos/180px/JAW.png
3064,,JMB,Jambo Africa Airlines,JAMBOAFRICA,https://www.flightaware.com/images/airline_logos/180px/JMB.png
3065,,WWW,Janet,JANET,https://www.flightaware.com/images/airline_logos/180px/WWW.png
3066,,FJX,Jet Sky Cargo and Air Charter,,https://www.flightaware.com/images/airline_logos/180px/FJX.png
3067,,JAK,Jana-Arka,YANZAR,https://www.flightaware.com/images/airline_logos/180px/JAK.png
3068,,JAX,Janair,JANAIR,https://www.flightaware.com/images/airline_logos/180px/JAX.png
3069,3X,JAC,Japan Air Commuter,COMMUTER,https://www.flightaware.com/images/airline_logos/180px/JAC.png
3070,,JSV,Japan Aircraft Service,,https://www.flightaware.com/images/airline_logos/180px/JSV.png
3071,JL,JAL,Japan Airlines,JAPANAIR,https://www.flightaware.com/images/airline_logos/180px/JAL.png
3072,NU,JTA,Japan Transocean Air,JAI OCEAN,https://www.flightaware.com/images/airline_logos/180px/JTA.png
3073,JA,JAT,JetSMART,ROCKSMART,https://www.flightaware.com/images/airline_logos/180px/JAT.png
3074,JZ,JAP,JetSMART Perú,RED SMART,https://www.flightaware.com/images/airline_logos/180px/JAP.png
3075,WJ,JES,JetSMART Argentina,SMARTBIRD,https://www.flightaware.com/images/airline_logos/180px/JES.png
3076,JU,JAT,Jat Airways,JAT,https://www.flightaware.com/images/airline_logos/180px/JAT.png
3078,J9,JZR,Jazeera Airways,JAZEERA,https://www.flightaware.com/images/airline_logos/180px/JZR.png
3079,7C,JJA,Jeju Air,JEJU AIR,https://www.flightaware.com/images/airline_logos/180px/JJA.png
3080,,JNY,Jenney Beechcraft,JENAIR,https://www.flightaware.com/images/airline_logos/180px/JNY.png
3081,,XLD,Jeppesen Data Plan,,https://www.flightaware.com/images/airline_logos/180px/XLD.png
3082,,JPN,Jeppesen UK,JETPLAN,https://www.flightaware.com/images/airline_logos/180px/JPN.png
3083,,JSI,Jet Air Group,SISTEMA,https://www.flightaware.com/images/airline_logos/180px/JSI.png
3084,9W,JAI,Jet Airways,JET AIRWAYS,https://www.flightaware.com/images/airline_logos/180px/JAI.png
3085,QJ,,Jet Airways,,
3086,,JTX,Jet Aspen Air Lines,JET ASPEN,https://www.flightaware.com/images/airline_logos/180px/JTX.png
3087,PP,PJS,Jet Aviation,JETAVIATION,https://www.flightaware.com/images/airline_logos/180px/PJS.png
3088,,BZF,Jet Aviation Business Jets,BIZFLEET,https://www.flightaware.com/images/airline_logos/180px/BZF.png
3089,,JAS,Jet Aviation Flight Services,JET SETTER,https://www.flightaware.com/images/airline_logos/180px/JAS.png
3090,,JCF,Jet Center Flight Training,JET CENTER,https://www.flightaware.com/images/airline_logos/180px/JCF.png
3091,,JCT,Jet Charter,JET CHARTER,https://www.flightaware.com/images/airline_logos/180px/JCT.png
3092,,DWW,Jet Courier Service,DON JUAN,https://www.flightaware.com/images/airline_logos/180px/DWW.png
3093,,JEI,Jet Executive International Charter,JET EXECUTIVE,https://www.flightaware.com/images/airline_logos/180px/JEI.png
3094,,RZA,Jet Fighter Flights,RAZOR,https://www.flightaware.com/images/airline_logos/180px/RZA.png
3095,,CFT,Jet Freighters,CASPER FREIGHT,https://www.flightaware.com/images/airline_logos/180px/CFT.png
3096,,JGD,Jet G&D Aviation,JET GEE-AND-DEE,https://www.flightaware.com/images/airline_logos/180px/JGD.png
3097,,MJL,Jet Line International,MOLDJET,https://www.flightaware.com/images/airline_logos/180px/MJL.png
3098,,JEK,Jet Link,JET OPS,https://www.flightaware.com/images/airline_logos/180px/JEK.png
